ip,device
260041,3
260045,1
260049,1
260061,3
260068,1
260069,2
260077,1
260080,4
260085,1
260095,1
260101,1
260151,2
260157,3
260160,2
260164,1
260166,3
260167,1
260174,4
260196,3
260197,1
260202,2
260206,1
260214,1
260217,3
260218,5
260219,10
260245,1
260260,1
260261,2
260264,2
260266,1
260279,3
260282,1
260290,11
260305,1
260315,3
260330,1
260343,1
260345,3
260348,1
260356,1
260358,1
260363,1
260374,1
260379,1
260387,2
260392,0
260415,4
260423,4
260442,1
260477,1
260485,1
260488,5
260490,1
260492,1
260529,1
260530,1
260541,1
260555,1
260561,1
260599,1
260600,1
260623,1
260626,1
260631,1
260632,1
260642,1
260644,1
260660,1
260673,1
260679,1
260683,0
260684,6
260685,1
260690,2
260697,1
260701,3
260710,1
260713,1
260722,2
260725,6
260728,1
260731,1
260734,1
260751,6
260752,2
260779,2
260789,1
260802,1
260807,5
260837,1
260856,5
260875,1
260891,1
260898,1
260926,2
260928,2
260933,0
260949,2
260951,1
260953,2
260962,6
260967,1
260991,1
260999,1
261001,4
261015,3
261018,1
261029,1
261035,5
261036,2
261050,1
261051,1
261062,1
261063,1
261067,1
261071,1
261072,1
261073,1
261076,1
261078,1
261095,1
261111,2
261114,4
261134,2
261158,3
261170,1
261179,1
261187,3
261195,1
261204,4
261214,1
261220,4
261223,1
261246,1
261250,1
261265,1
261267,1
261275,1
261285,1
261286,8
261304,2
261306,1
261311,1
261317,6
261318,1
261322,2
261326,2
261330,1
261340,1
261345,1
261346,1
261349,1
261352,2
261364,3
261372,0
261381,2
261383,2
261387,2
261395,1
261401,3
261406,1
261411,1
261419,4
261423,2
261428,1
261430,1
261432,1
261435,1
261450,1
261456,5
261468,1
261471,2
261473,1
261490,1
261491,0
261496,1
261502,1
261520,1
261521,0
261522,2
261527,1
261532,1
261534,1
261536,3
261539,10
261544,2
261551,2
261571,1
261580,1
261582,1
261591,1
261600,1
261603,2
261605,1
261606,1
261612,1
261631,2
261654,3
261668,1
261669,2
261670,4
261675,1
261685,1
261687,2
261688,1
261696,1
261700,1
261703,2
261716,1
261721,4
261735,2
261750,1
261757,1
261759,1
261766,0
261776,2
261780,1
261783,1
261784,1
261785,6
261789,2
261790,2
261799,2
261814,2
261836,3
261846,3
261867,0
261874,1
261877,1
261881,1
261886,3
261898,3
261928,3
261953,1
261962,1
261971,1
261972,4
261974,4
261977,3
261984,1
262001,3
262006,2
262016,2
262018,2
262029,1
262030,1
262033,1
262036,2
262037,2
262038,2
262039,1
262042,10
262043,1
262048,1
262055,1
262060,6
262072,6
262074,2
262075,2
262077,2
262080,3
262101,1
262118,1
262133,3
262153,4
262165,1
262169,1
262171,6
262172,2
262179,4
262211,9
262214,1
262217,8
262220,2
262237,1
262244,1
262250,1
262258,3
262262,2
262266,3
262267,1
262288,4
262294,4
262295,1
262298,2
262299,1
262337,1
262397,2
262408,1
262432,1
262435,3
262438,1
262445,2
262448,1
262457,2
262486,6
262489,24
262492,22
262510,24
262511,1
262530,6
262552,4
262567,13
262568,2
262573,4
262590,1
262592,0
262593,2
262603,2
262613,26
262628,1
262663,2
262668,26
262671,2
262672,4
262675,2
262685,3
262686,1
262689,17
262695,1
262704,16
262728,2
262734,1
262765,1
262767,1
262770,1
262777,1
262780,5
262781,1
262782,4
262783,0
262790,2
262797,1
262799,3
262808,3
262811,1
262838,1
262840,1
262842,1
262846,1
262871,2
262882,1
262903,3
262910,1
262911,1
262918,1
262920,1
262933,1
262938,3
262939,2
262943,1
262945,4
262947,1
262948,3
262974,1
262987,8
262989,1
262991,2
263000,4
263021,1
263049,2
263067,3
263069,1
263073,2
263077,2
263079,1
263120,0
263128,1
263130,1
263132,0
263138,2
263141,1
263154,2
263173,1
263183,4
263185,1
263189,1
263196,2
263206,1
263222,1
263226,5
263240,2
263241,1
263245,1
263263,3
263271,3
263274,1
263301,0
263305,2
263315,2
263322,0
263325,5
263329,4
263331,2
263333,2
263342,2
263346,1
263355,7
263382,1
263383,3
263392,1
263394,1
263395,1
263397,2
263405,2
263412,1
263427,1
263432,1
263439,1
263441,2
263449,1
263451,1
263460,3
263464,3
263468,1
263470,4
263472,2
263483,1
263485,3
263500,2
263507,2
263509,2
263513,1
263516,3
263518,2
263529,4
263544,1
263554,1
263558,10
263562,1
263565,8
263573,3
263577,2
263586,1
263587,2
263596,3
263603,4
263605,1
263621,1
263638,1
263642,1
263654,2
263657,0
263676,1
263678,3
263703,1
263705,2
263709,1
263736,1
263743,1
263753,2
263756,1
263758,1
263766,3
263767,0
263784,1
263791,1
263798,1
263815,1
263824,1
263827,3
263861,1
263874,1
263882,1
263883,1
263893,2
263894,1
263898,2
263899,4
263909,3
263928,3
263930,2
263933,2
263935,2
263947,2
263973,13
263995,1
264006,1
264008,1
264019,7
264021,1
264031,4
264045,1
264049,1
264053,7
264054,3
264063,7
264067,3
264075,1
264085,1
264089,2
264094,1
264098,5
264100,1
264102,5
264105,1
264114,2
264118,1
264137,3
264148,1
264159,3
264167,2
264168,1
264181,1
264183,2
264195,1
264201,2
264203,2
264204,1
264208,1
264218,1
264229,1
264237,2
264245,2
264247,1
264249,12
264256,5
264260,2
264272,1
264275,3
264281,2
264295,1
264297,1
264298,1
264304,1
264331,3
264335,1
264344,1
264359,1
264360,1
264364,1
264376,2
264377,1
264385,1
264390,7
264402,2
264425,2
264427,5
264437,2
264455,1
264461,1
264466,1
264472,1
264482,1
264500,2
264506,1
264509,1
264522,1
264524,1
264527,5
264530,2
264539,1
264543,1
264562,1
264565,1
264604,2
264607,1
264609,12
264611,2
264633,1
264638,1
264644,4
264648,1
264651,1
264659,1
264662,2
264679,1
264687,1
264697,2
264698,2
264700,1
264716,1
264727,1
264734,2
264752,1
264755,1
264765,3
264769,1
264777,1
264784,1
264787,3
264794,1
264799,1
264803,2
264807,6
264808,1
264841,2
264842,1
264849,2
264855,1
264860,1
264862,5
264863,1
264867,2
264869,2
264871,6
264888,1
264899,1
264914,1
264918,1
264924,1
264932,2
264934,2
264941,1
264960,1
264962,1
264963,1
264964,2
264970,2
264978,1
264979,2
264984,1
264988,2
264992,1
264994,1
265003,4
265012,1
265015,2
265019,2
265026,0
265029,2
265034,1
265046,1
265051,1
265054,1
265055,4
265059,1
265070,2
265071,0
265078,2
265081,3
265089,9
265090,1
265096,1
265097,1
265107,2
265108,7
265113,1
265115,12
265116,1
265129,3
265143,11
265150,1
265151,0
265157,1
265158,1
265182,2
265195,7
265196,1
265214,4
265215,1
265219,2
265220,1
265235,1
265240,1
265255,1
265287,1
265294,0
265309,1
265317,1
265329,1
265330,1
265361,7
265363,5
265384,1
265385,1
265401,1
265408,4
265414,1
265419,2
265424,1
265432,2
265434,1
265446,1
265477,4
265487,2
265492,3
265512,1
265522,3
265523,1
265531,3
265538,2
265539,5
265545,2
265547,5
265558,1
265567,5
265581,1
265588,11
265591,1
265592,1
265596,4
265599,3
265600,1
265602,2
265624,1
265644,1
265647,1
265653,1
265666,1
265680,1
265688,1
265716,9
265723,1
265725,4
265726,1
265737,10
265738,1
265765,1
265777,1
265781,1
265793,1
265805,2
265810,3
265811,1
265817,1
265839,3
265844,2
265852,1
265878,1
265879,4
265890,4
265898,1
265907,2
265916,9
265930,1
265952,1
265963,2
265965,1
265980,1
265981,2
265982,1
265989,2
265991,1
265997,2
266001,1
266003,1
266005,1
266011,1
266013,1
266018,1
266021,3
266036,1
266055,2
266063,1
266068,1
266080,1
266097,2
266104,1
266115,1
266125,1
266137,3
266139,1
266142,1
266146,1
266149,4
266152,1
266157,1
266158,4
266163,2
266190,2
266200,1
266205,2
266217,1
266221,2
266225,1
266229,1
266233,1
266238,3
266249,2
266254,1
266259,9
266265,1
266280,6
266291,1
266328,3
266340,2
266347,1
266353,1
266354,1
266361,5
266380,2
266393,2
266417,1
266419,6
266425,4
266431,2
266434,4
266458,4
266459,1
266482,1
266487,1
266489,1
266492,2
266496,1
266507,3
266510,1
266535,2
266548,2
266549,1
266567,1
266572,4
266583,1
266601,1
266602,1
266608,1
266609,7
266611,1
266613,1
266628,4
266629,1
266631,1
266635,1
266670,4
266682,1
266701,2
266711,2
266716,1
266745,1
266755,1
266761,3
266767,1
266797,1
266811,1
266822,1
266823,1
266837,1
266838,1
266847,1
266848,2
266859,1
266900,2
266904,5
266907,1
266918,3
266925,1
266948,1
266961,1
266991,1
267003,3
267021,1
267033,4
267039,3
267061,1
267067,7
267083,1
267089,1
267097,1
267098,1
267144,4
267145,1
267159,4
267163,1
267172,5
267183,1
267218,1
267224,1
267239,6
267256,3
267259,1
267262,1
267267,4
267288,1
267296,1
267336,1
267339,1
267364,1
267365,1
267372,1
267382,2
267398,4
267400,1
267401,2
267417,1
267420,2
267425,1
267426,4
267428,3
267441,4
267446,1
267471,1
267477,7
267486,1
267513,1
267522,1
267534,1
267536,5
267541,1
267554,3
267563,1
267577,1
267581,1
267585,2
267589,1
267597,3
267603,1
267605,9
267610,4
267612,1
267627,1
267643,2
267657,1
267659,1
267660,2
267665,4
267666,4
267673,1
267684,1
267689,2
267705,1
267709,2
267719,1
267722,2
267724,1
267736,3
267764,1
267765,1
267770,1
267771,4
267778,3
267782,1
267783,1
267789,1
267791,2
267796,2
267808,1
267811,1
267813,2
267816,3
267822,4
267836,1
267839,1
267843,0
267845,1
267852,2
267853,1
267856,2
267864,2
267881,1
267883,1
267886,1
267900,1
267918,3
267935,1
267967,1
267970,2
267983,1
267987,1
267999,3
268004,3
268011,2
268016,1
268050,2
268056,2
268073,1
268075,1
268076,1
268077,0
268081,2
268087,2
268094,3
268124,1
268129,2
268148,3
268157,3
268161,1
268170,1
268178,1
268180,2
268183,1
268193,2
268196,1
268216,2
268219,1
268232,1
268237,1
268238,2
268241,1
268243,8
268262,1
268275,2
268284,1
268288,2
268290,7
268295,0
268299,1
268303,3
268314,3
268315,4
268316,4
268317,3
268319,2
268340,2
268343,4
268349,1
268354,1
268357,1
268362,3
268368,1
268374,1
268381,1
268391,2
268411,1
268412,4
268417,1
268420,1
268436,1
268440,1
268441,1
268445,3
268446,1
268460,1
268466,1
268484,1
268510,1
268549,1
268574,1
268575,2
268602,4
268606,1
268614,4
268622,1
268626,1
268631,1
268639,1
268645,1
268650,1
268685,1
268698,2
268699,1
268701,1
268707,1
268709,4
268711,1
268722,3
268724,1
268728,7
268738,2
268748,1
268751,1
268753,2
268754,2
268764,1
268767,2
268769,3
268782,1
268798,1
268804,1
268810,1
268849,1
268850,1
268851,1
268859,1
268861,1
268862,1
268863,2
268868,4
268883,1
268888,1
268892,1
268896,3
268903,1
268917,2
268926,2
268942,1
268951,1
268957,6
268959,1
268964,2
268980,2
268983,2
268984,1
268992,1
269011,2
269025,1
269037,2
269065,3
269075,4
269081,1
269083,3
269086,2
269087,3
269089,6
269100,1
269105,0
269142,1
269146,1
269149,1
269151,1
269163,2
269165,1
269169,2
269184,2
269203,1
269212,1
269231,1
269233,7
269234,1
269258,3
269265,3
269268,1
269288,2
269295,0
269297,7
269302,1
269303,1
269305,1
269319,2
269325,1
269327,1
269336,1
269337,2
269342,1
269348,1
269357,1
269359,0
269376,4
269396,1
269398,1
269407,1
269409,1
269438,1
269463,4
269486,1
269492,6
269501,1
269504,2
269520,1
269537,3
269561,4
269565,1
269589,7
269611,1
269628,4
269633,4
269636,1
269638,1
269651,1
269680,1
269695,18
269704,3
269722,2
269730,2
269733,43
269736,7
269741,1
269754,1
269756,1
269759,1
269785,5
269802,1
269816,2
269831,3
269832,5
269842,1
269846,1
269862,0
269884,1
269890,2
269899,2
269903,1
269910,1
269918,1
269919,1
269920,2
269948,1
269960,4
269962,1
269968,2
269971,1
269972,1
269987,1
270008,2
270013,1
270029,2
270033,1
270038,1
270048,2
270052,2
270068,1
270069,1
270074,1
270096,5
270117,2
270119,1
270124,2
270134,1
270144,1
270145,2
270153,1
270162,1
270167,5
270168,5
270174,2
270184,1
270188,1
270192,1
270195,1
270198,2
270227,1
270249,1
270250,1
270251,1
270258,3
270287,3
270296,1
270297,1
270300,1
270301,1
270307,1
270311,5
270313,1
270318,1
270325,2
270333,2
270336,9
270341,1
270366,1
270368,2
270370,1
270379,7
270382,1
270384,1
270385,2
270408,2
270410,1
270433,1
270441,2
270449,1
270461,1
270475,1
270488,1
270491,2
270493,1
270498,1
270502,1
270504,2
270507,2
270508,2
270514,2
270522,1
270523,2
270543,1
270564,1
270568,1
270573,1
270583,1
270597,2
270605,0
270609,2
270623,1
270626,1
270631,1
270647,2
270661,2
270663,1
270669,1
270674,1
270682,2
270695,3
270697,1
270706,0
270709,2
270735,1
270750,1
270767,1
270782,1
270787,3
270804,3
270805,4
270810,1
270821,1
270829,1
270834,3
270836,1
270839,1
270859,1
270863,1
270868,1
270900,1
270906,1
270984,1
271010,1
271020,6
271030,2
271039,4
271050,2
271096,1
271126,6
271135,1
271138,1
271139,1
271141,1
271145,1
271174,2
271176,1
271177,10
271180,2
271189,5
271190,0
271198,10
271199,3
271205,1
271224,1
271226,1
271233,1
271234,1
271255,2
271257,3
271263,1
271264,1
271281,1
271287,4
271299,1
271317,1
271319,1
271339,1
271345,2
271346,1
271347,5
271358,1
271361,4
271372,1
271375,3
271387,1
271406,2
271426,5
271427,1
271455,1
271467,1
271472,1
271476,4
271479,5
271496,14
271522,1
271524,3
271579,1
271586,1
271595,1
271612,1
271614,1
271616,1
271619,1
271645,3
271658,1
271659,1
271660,1
271668,1
271676,3
271694,1
271707,1
271709,3
271735,1
271744,4
271755,3
271761,1
271762,1
271767,2
271769,6
271772,1
271780,1
271795,1
271799,3
271804,1
271820,1
271833,1
271837,1
271852,1
271856,3
271860,1
271880,1
271884,1
271890,1
271927,1
271930,3
271933,3
271956,1
271958,4
271962,2
271966,3
271968,4
271990,5
272003,0
272007,5
272008,4
272031,2
272039,1
272052,2
272055,1
272078,1
272086,2
272096,1
272126,1
272127,1
272128,1
272130,1
272155,1
272162,2
272167,1
272170,4
272176,1
272184,0
272190,1
272193,2
272215,1
272217,1
272221,1
272223,1
272226,1
272229,3
272234,1
272242,1
272252,1
272257,1
272261,1
272263,1
272264,0
272271,1
272273,1
272292,3
272296,1
272298,1
272300,1
272307,1
272311,7
272315,4
272319,1
272320,1
272326,1
272336,2
272378,6
272385,5
272394,5
272409,1
272418,1
272422,1
272437,1
272457,6
272480,3
272482,1
272500,1
272507,5
272516,1
272527,3
272531,1
272537,1
272569,4
272571,1
272592,0
272593,1
272595,4
272601,4
272610,1
272616,2
272631,1
272641,1
272643,1
272655,3
272659,1
272665,1
272671,1
272676,1
272689,1
272690,1
272707,1
272708,2
272709,1
272714,0
272727,2
272738,2
272739,1
272740,1
272743,1
272750,3
272759,0
272762,1
272771,4
272773,1
272775,2
272776,1
272786,2
272800,4
272806,5
272810,1
272814,4
272819,1
272832,1
272836,2
272837,2
272854,7
272864,1
272877,3
272884,3
272930,1
272935,2
272945,1
272965,1
272966,1
272973,1
272974,2
273038,1
273042,2
273044,2
273048,1
273056,1
273066,1
273067,1
273107,5
273114,8
273115,1
273148,1
273151,1
273159,1
273169,1
273174,1
273181,0
273186,1
273189,5
273191,1
273199,1
273200,3
273208,7
273211,1
273212,2
273218,1
273227,5
273234,2
273265,1
273266,1
273276,1
273285,3
273298,1
273303,4
273310,1
273324,1
273329,2
273333,1
273335,4
273350,3
273363,2
273364,1
273365,1
273370,3
273388,1
273398,9
273405,3
273408,4
273414,7
273423,1
273426,2
273438,1
273457,2
273478,2
273491,1
273497,2
273501,1
273502,2
273515,1
273529,3
273531,2
273533,4
273534,2
273536,2
273537,1
273538,1
273553,1
273554,1
273561,2
273580,1
273588,2
273598,1
273606,1
273610,1
273624,1
273628,1
273655,4
273656,1
273667,1
273671,1
273690,4
273698,1
273705,1
273708,1
273721,1
273726,5
273729,8
273731,1
273732,1
273737,1
273746,1
273753,1
273757,1
273766,1
273770,3
273773,5
273774,1
273777,2
273789,0
273797,2
273800,3
273807,1
273813,2
273835,1
273846,1
273852,2
273856,0
273861,4
273867,1
273869,1
273871,3
273876,1
273884,1
273903,1
273904,6
273906,0
273910,1
273929,5
273931,1
273933,1
273935,3
273950,4
273964,1
273969,2
273970,1
273982,0
273989,1
273996,1
273998,1
274000,1
274007,1
274041,2
274042,2
274045,6
274054,8
274066,1
274067,1
274079,1
274093,2
274109,3
274123,1
274134,2
274163,5
274174,2
274181,3
274185,3
274188,2
274209,2
274214,1
274221,1
274237,2
274244,1
274247,1
274254,1
274255,4
274258,1
274269,1
274274,4
274285,3
274291,1
274299,4
274303,1
274308,2
274310,2
274327,3
274333,5
274348,1
274352,2
274368,3
274378,1
274381,3
274389,1
274406,1
274412,1
274421,1
274429,3
274442,1
274443,1
274452,1
274470,2
274480,3
274485,1
274514,1
274515,3
274533,1
274534,1
274580,5
274586,6
274588,1
274590,1
274594,0
274599,1
274609,1
274610,1
274611,1
274618,1
274625,1
274636,3
274640,1
274647,2
274658,1
274668,9
274671,1
274684,1
274711,1
274719,1
274728,1
274734,2
274735,1
274748,1
274752,1
274755,1
274758,4
274764,2
274765,5
274767,1
274775,3
274791,3
274793,1
274798,1
274805,1
274816,2
274826,2
274830,1
274842,6
274845,1
274860,1
274867,1
274871,1
274872,1
274880,2
274885,2
274889,1
274905,1
274942,1
274963,1
274966,1
274968,2
274987,4
274996,6
274999,3
275000,1
275006,1
275009,2
275017,3
275021,6
275042,1
275043,1
275055,1
275074,1
275076,1
275078,1
275099,4
275101,1
275103,1
275105,1
275117,2
275121,6
275127,1
275135,1
275143,2
275150,1
275153,1
275154,1
275169,3
275173,1
275182,1
275186,1
275193,1
275195,1
275200,8
275209,4
275217,2
275220,1
275221,1
275224,1
275228,1
275230,3
275246,4
275252,1
275257,5
275266,1
275267,1
275287,2
275297,2
275305,2
275311,2
275316,3
275320,1
275323,1
275324,6
275327,1
275329,1
275333,1
275349,1
275354,1
275357,1
275363,1
275367,1
275371,1
275378,2
275379,1
275382,3
275388,3
275390,1
275394,1
275395,1
275405,1
275408,1
275410,1
275412,1
275420,1
275423,1
275436,1
275440,3
275445,1
275453,1
275465,1
275466,1
275503,4
275506,1
275507,3
275510,1
275521,1
275531,1
275535,2
275540,2
275548,1
275559,2
275560,1
275572,1
275583,5
275592,5
275610,2
275621,1
275626,1
275630,2
275631,1
275634,2
275639,2
275659,1
275680,1
275689,1
275692,9
275695,2
275704,1
275707,1
275709,2
275733,1
275737,5
275739,1
275742,4
275782,1
275792,1
275794,6
275798,1
275799,3
275802,3
275805,1
275809,2
275810,1
275811,1
275812,1
275813,1
275820,3
275833,3
275855,1
275857,1
275865,3
275879,1
275882,1
275886,1
275888,4
275890,2
275893,0
275923,1
275930,3
275947,1
275957,1
275960,1
275964,1
275975,1
275988,1
275990,0
276000,1
276002,3
276017,2
276019,2
276023,1
276042,1
276052,1
276054,1
276060,1
276071,4
276074,1
276075,1
276078,1
276088,39
276094,1
276109,2
276112,1
276113,1
276117,1
276141,1
276158,1
276159,1
276181,3
276193,1
276206,2
276207,1
276218,1
276225,5
276228,3
276233,3
276246,1
276260,1
276264,1
276279,1
276290,2
276293,3
276295,3
276296,1
276302,1
276334,1
276348,6
276359,1
276365,1
276382,1
276400,1
276401,1
276426,11
276450,1
276493,2
276500,1
276510,1
276530,1
276531,1
276542,1
276545,0
276554,2
276558,2
276566,1
276569,1
276574,1
276576,2
276586,1
276587,1
276589,7
276590,1
276593,1
276597,3
276598,2
276620,4
276623,1
276627,1
276631,4
276644,7
276659,10
276667,4
276681,13
276683,1
276700,1
276708,2
276709,2
276724,4
276726,4
276740,1
276762,0
276771,1
276773,1
276789,3
276790,4
276800,3
276811,1
276817,1
276821,1
276831,1
276832,1
276836,0
276837,1
276838,1
276842,1
276849,4
276850,5
276853,2
276857,1
276863,3
276865,1
276869,1
276871,1
276879,1
276918,2
276922,2
276928,1
276932,1
276933,1
276936,1
276937,1
276951,1
276954,0
276962,1
276967,0
276985,4
277007,2
277012,1
277024,1
277030,1
277046,2
277056,4
277057,2
277068,5
277080,2
277087,2
277089,2
277097,2
277102,1
277123,1
277125,1
277137,4
277141,1
277143,1
277149,1
277150,5
277153,4
277160,1
277162,1
277165,8
277166,1
277167,1
277178,1
277209,2
277234,1
277247,12
277261,2
277271,1
277272,2
277277,1
277281,2
277294,1
277300,1
277305,1
277311,1
277327,2
277350,0
277357,1
277359,2
277383,1
277384,0
277385,1
277386,1
277409,0
277418,1
277434,1
277435,1
277438,1
277445,6
277457,1
277470,1
277473,1
277484,3
277488,1
277491,1
277494,4
277496,1
277507,4
277511,2
277518,1
277525,1
277527,1
277532,1
277544,2
277560,17
277566,3
277592,0
277599,2
277611,2
277624,1
277644,6
277662,2
277663,1
277674,1
277690,1
277712,1
277713,3
277737,1
277739,2
277746,2
277765,1
277788,1
277807,0
277809,1
277816,2
277822,2
277831,3
277852,3
277853,1
277859,3
277863,7
277878,1
277902,5
277916,1
277926,1
277931,2
277943,7
277958,3
277962,1
277973,12
277982,2
277988,7
277990,3
277995,1
278005,0
278012,1
278027,0
278042,1
278045,1
278095,1
278104,1
278114,1
278119,2
278127,4
278132,1
278145,1
278147,3
278148,2
278173,1
278200,3
278203,1
278214,1
278219,5
278222,1
278225,2
278251,1
278263,1
278275,1
278279,3
278302,2
278308,1
278310,1
278329,1
278330,6
278333,1
278340,1
278341,1
278345,1
278351,2
278353,2
278358,1
278363,1
278367,0
278370,2
278393,1
278396,1
278399,2
278405,1
278413,2
278420,4
278422,1
278425,1
278428,2
278433,1
278439,1
278441,1
278443,1
278462,1
278463,4
278464,1
278465,1
278477,1
278480,2
278482,1
278488,2
278494,2
278504,2
278508,6
278518,1
278526,1
278531,2
278537,1
278544,1
278545,2
278550,2
278561,1
278568,2
278573,1
278582,1
278585,1
278587,1
278590,1
278594,2
278605,9
278609,1
278610,2
278615,1
278616,4
278620,1
278640,1
278642,1
278674,4
278679,3
278689,1
278698,1
278708,8
278710,2
278714,1
278716,1
278720,3
278724,6
278725,7
278738,5
278748,2
278750,1
278755,1
278758,1
278760,1
278768,1
278769,1
278771,1
278772,1
278788,4
278799,1
278806,6
278808,1
278822,2
278824,1
278838,6
278843,1
278855,5
278883,1
278900,1
278906,1
278916,1
278924,4
278945,0
278958,1
278992,7
279015,1
279021,1
279056,2
279062,2
279063,0
279076,1
279081,2
279091,1
279100,1
279106,2
279117,0
279122,1
279132,1
279151,1
279160,1
279162,1
279173,1
279182,4
279183,1
279201,2
279206,4
279213,2
279216,1
279221,3
279249,1
279251,2
279253,1
279254,1
279270,1
279271,1
279287,2
279308,2
279311,1
279313,4
279315,3
279316,1
279319,2
279335,1
279344,2
279348,1
279352,5
279353,1
279357,1
279368,1
279370,2
279379,2
279380,1
279385,2
279388,1
279400,1
279403,1
279413,6
279438,1
279439,1
279441,2
279442,2
279462,3
279475,1
279477,3
279479,1
279488,1
279535,2
279587,1
279596,1
279611,1
279614,1
279632,5
279662,1
279665,1
279668,1
279674,2
279678,5
279679,1
279680,1
279715,1
279721,1
279729,1
279730,2
279736,1
279749,1
279760,8
279783,1
279815,2
279823,1
279828,2
279842,1
279854,1
279860,2
279868,1
279872,1
279880,2
279884,2
279900,2
279911,1
279917,1
279939,1
279953,1
279962,1
279966,1
280003,1
280006,2
280011,2
280018,1
280027,1
280033,5
280045,4
280052,1
280073,1
280080,2
280081,6
280104,0
280111,1
280112,1
280129,1
280137,2
280142,1
280149,2
280159,3
280162,2
280166,1
280172,1
280174,2
280177,4
280192,2
280201,2
280203,1
280205,5
280212,3
280220,1
280233,1
280249,1
280277,2
280280,9
280284,1
280287,7
280294,1
280301,2
280302,3
280310,3
280312,3
280333,1
280341,1
280344,2
280351,1
280391,1
280393,1
280396,1
280397,2
280399,4
280414,1
280415,2
280418,1
280420,4
280428,3
280431,1
280436,1
280439,1
280443,2
280462,1
280467,1
280477,1
280479,1
280482,3
280484,1
280489,1
280501,1
280511,2
280517,2
280526,1
280529,1
280533,1
280535,1
280553,1
280559,1
280573,1
280583,3
280602,1
280605,11
280607,1
280614,2
280616,0
280635,4
280637,1
280639,3
280661,10
280671,1
280673,1
280687,11
280698,2
280709,2
280713,1
280726,1
280758,1
280772,3
280779,4
280783,4
280784,3
280785,5
280792,2
280807,1
280809,1
280819,1
280824,3
280826,2
280836,1
280846,4
280848,3
280850,4
280881,1
280882,6
280903,1
280918,20
280924,5
280925,2
280930,1
280933,1
280936,2
280956,3
280968,1
280972,3
280983,1
280986,3
280992,3
280995,1
281012,1
281034,1
281041,1
281047,1
281053,1
281055,1
281067,3
281078,4
281086,1
281088,3
281109,2
281127,2
281142,4
281147,3
281155,1
281181,3
281183,1
281188,3
281191,2
281192,1
281197,4
281203,2
281210,5
281223,1
281225,1
281233,2
281258,8
281265,1
281284,1
281287,1
281296,2
281301,1
281302,1
281306,2
281307,2
281317,2
281321,2
281339,1
281342,1
281349,4
281353,2
281357,4
281359,1
281369,1
281372,1
281377,1
281380,2
281389,1
281391,1
281395,1
281404,3
281408,1
281415,5
281434,2
281438,1
281458,1
281473,1
281475,1
281479,2
281485,1
281488,7
281490,1
281493,1
281517,1
281551,0
281568,1
281580,1
281585,3
281591,3
281619,1
281627,2
281633,2
281644,1
281648,0
281665,5
281668,1
281677,5
281678,1
281680,2
281704,1
281721,1
281725,1
281738,1
281742,5
281751,4
281756,1
281778,0
281800,0
281816,3
281831,0
281839,1
281840,2
281841,1
281851,1
281862,1
281869,1
281871,5
281877,2
281883,1
281885,1
281891,1
281894,1
281895,4
281898,5
281900,1
281901,5
281903,1
281914,2
281939,5
281948,6
281949,2
281957,6
281969,3
281971,1
281977,1
281985,11
281999,5
282005,3
282013,1
282014,2
282017,2
282020,3
282029,1
282031,1
282036,1
282062,1
282063,1
282075,1
282079,2
282082,3
282086,3
282095,2
282120,3
282121,3
282124,1
282131,3
282143,1
282149,2
282153,2
282156,3
282163,1
282166,3
282173,3
282175,1
282193,4
282221,1
282222,2
282225,3
282247,1
282269,1
282328,3
282333,1
282336,1
282337,1
282346,1
282347,2
282364,4
282373,0
282376,1
282379,1
282381,2
282386,1
282400,4
282409,3
282417,2
282423,2
282424,0
282436,1
282438,1
282450,1
282458,1
282476,4
282482,1
282503,1
282509,1
282533,3
282534,1
282543,4
282545,1
282546,1
282567,1
282568,1
282569,1
282570,1
282590,1
282593,1
282596,1
282612,1
282636,1
282640,1
282643,1
282648,1
282653,1
282654,5
282659,2
282706,1
282717,1
282726,1
282728,2
282742,1
282746,1
282756,1
282767,1
282769,3
282794,1
282798,1
282819,9
282821,0
282826,1
282845,2
282850,1
282857,1
282869,2
282870,2
282886,1
282894,1
282905,1
282911,1
282913,5
282920,2
282927,1
282928,1
282930,2
282942,2
282948,1
282952,2
282957,1
282967,1
282972,3
282979,2
282980,1
282990,1
282993,10
282994,1
282997,1
283001,1
283004,1
283006,11
283009,5
283017,1
283022,1
283025,1
283026,1
283031,5
283036,1
283045,1
283049,1
283061,3
283069,2
283087,1
283093,1
283098,1
283101,2
283102,2
283105,7
283107,3
283115,6
283121,1
283139,1
283148,1
283149,7
283161,2
283184,3
283187,10
283194,7
283197,1
283200,1
283201,1
283204,5
283257,1
283261,3
283263,2
283265,1
283285,1
283287,0
283291,1
283301,1
283306,1
283310,1
283324,1
283333,13
283341,2
283351,3
283377,1
283390,2
283394,1
283403,1
283423,2
283432,1
283439,1
283440,1
283467,1
283472,1
283476,1
283484,1
283486,3
283517,1
283534,2
283543,1
283565,4
283568,1
283579,1
283614,4
283617,1
283620,1
283631,1
283636,2
283641,1
283648,1
283653,1
283654,1
283661,2
283680,2
283684,1
283691,7
283711,1
283712,3
283716,1
283727,1
283729,1
283743,1
283744,1
283763,1
283764,7
283775,2
283779,1
283786,1
283787,5
283792,1
283818,1
283838,4
283847,0
283852,0
283856,1
283887,2
283888,1
283923,1
283930,1
283940,1
